"n"
"Euthyroididae" 1
"Exobasidiaceae" 2
"Fabaceae" 5179
"Facelinidae" 1
"Fagaceae" 171
"Fasciolariidae" 3
"Fasciolidae" 1
"Faustulidae" 10
"Fissidentaceae" 1
"Fistulinaceae" 2
"Flammeovirgaceae" 3
"Flavobacteriaceae" 30
"Flustridae" 19
"Fomitopsidaceae" 95
"Fontinalaceae" 4
"Formicidae" 56
"Fossombroniaceae" 6
"Fouquieriaceae" 4
"Francisellaceae" 1
"Francoaceae" 13
"Frankeniaceae" 2
"Frankiaceae" 4
"Frullaniaceae" 31
"Fucaceae" 35
"Funariaceae" 5
"Funiculinidae" 1
"Fuscideaceae" 1
"Gadidae" 5
"Ganeriidae" 1
"Ganodermataceae" 268
"Garryaceae" 13
"Gastrothylacidae" 1
"Gekkonidae" 1
"Gelsemiaceae" 47
"Gempylidae" 1
"Gentianaceae" 382
"Geobacteraceae" 1
"Geocalycaceae" 3
"Geodiidae" 43
"Geometridae" 3
"Geraniaceae" 91
"Gerridae" 47
"Gesneriaceae" 34
"Ginkgoaceae" 177
"Giraffidae" 1
"Gisekiaceae" 1
"Glaucocystaceae" 1
"Gleicheniaceae" 15
"Globorotaliidae" 3
"Gloeophyllaceae" 18
"Glomeraceae" 1
"Glomerellaceae" 60
"Glomeridae" 2
"Gloniaceae" 2
"Glycomycetaceae" 1
"Gnathostomatidae" 1
"Gnetaceae" 46
"Gnomoniaceae" 53
"Gobiidae" 2
"Gomortegaceae" 1
"Gomphaceae" 5
"Gomphidae" 1
"Gomphidiaceae" 2
"Goniasteridae" 7
"Goniodomataceae" 15
"Gonyaulacaceae" 18
"Goodeniaceae" 14
"Gorgoniidae" 100
"Gorgonocephalidae" 1
"Goupiaceae" 2
"Gracillariidae" 1
"Graphidaceae" 19
"Graphiolaceae" 8
"Graphostromataceae" 3
"Grimmiaceae" 1
"Griseliniaceae" 3
"Grossulariaceae" 45
"Gryllotalpidae" 1
"Gryphidae" 1
"Gunneraceae" 2
"Gymnoascaceae" 26
"Gymnomitriaceae" 16
"Gyroporaceae" 1
"Gyrostemonaceae" 1
"Gyrothyraceae" 1
"Haematococcaceae" 6
"Haematommataceae" 4
"Haemodoraceae" 31
"Hafniaceae" 1
"Hahellaceae" 2
"Haliangiaceae" 2
"Halichondriidae" 120
"Halimedaceae" 6
"Haliotidae" 1
"Halobacteriaceae" 12
"Haloferacaceae" 4
"Halomonadaceae" 5
"Haloragaceae" 6
"Halorubraceae" 1
"Halosiphonaceae" 1
"Halosphaeriaceae" 7
"Hamacanthidae" 1
"Hamamelidaceae" 20
"Haminoeidae" 10
"Hapalidiaceae" 4
"Haplomitriaceae" 1
"Hedwigiaceae" 3
"Helicidae" 8
"Helicobacteraceae" 5
"Helicobasidiaceae" 6
"Heliobacteriaceae" 1
"Helioporidae" 2
"Heliotropiaceae" 67
"Helotiaceae" 36
"Helvellaceae" 2
"Helwingiaceae" 1
"Hemiasterellidae" 1
"Herbertaceae" 4
"Hericiaceae" 51
"Hernandiaceae" 41
"Herpetosiphonaceae" 3
"Herpotrichiellaceae" 22
"Heteroderidae" 1
"Heteroxyidae" 14
"Hexabranchidae" 6
"Hexagrammidae" 1
"Himantandraceae" 2
"Himanthaliaceae" 6
"Himerometridae" 2
"Hirudinidae" 1
"Holopodidae" 1
"Holothuriidae" 29
"Hominidae" 85
"Hormaphididae" 3
"Hormathiidae" 2
"Humiriaceae" 1
"Hyacinthaceae" 137
"Hyaloscyphaceae" 9
"Hydnaceae" 2
"Hydnangiaceae" 4
"Hydrangeaceae" 69
"Hydridae" 1
"Hydrocharitaceae" 11
"Hydrodictyaceae" 3
"Hydrostachyaceae" 1
"Hydrozoanthidae" 2
"Hygrophoraceae" 15
"Hygrophoropsidaceae" 1
"Hylidae" 18
"Hylobatidae" 1
"Hylocomiaceae" 7
"Hymedesmiidae" 25
"Hymenochaetaceae" 109
"Hymenomonadaceae" 2
"Hymenophyllaceae" 6
"Hymenophytaceae" 2
"Hypericaceae" 431
"Hyperoliidae" 2
"Hyphomicrobiaceae" 9
"Hyphomonadaceae" 1
"Hypnaceae" 4
"Hypneaceae" 10
"Hypocreaceae" 263
"Hypodematiaceae" 2
"Hyponectriaceae" 4
"Hypoxidaceae" 54
"Ianthellidae" 26
"Icacinaceae" 27
"Ichneumonidae" 6
"Icmadophilaceae" 11
"Ifalukellidae" 1
"Inachoididae" 1
"Inocybaceae" 8
"Intrasporangiaceae" 3
"Iotrochotidae" 11
"Irciniidae" 56
"Iridaceae" 237
"Irvingiaceae" 1
"Isididae" 14
"Isochrysidaceae" 3
"Isodictyidae" 2
"Iteaceae" 1
"Ixodidae" 5
"Jackiellaceae" 4
"Jenkinidae" 2
"Jubulaceae" 1
"Juglandaceae" 115
